,D,P,C,O,F,G
4396,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Ancalomicrobiaceae,Ancalomicrobium
4397,Bacteria,Elusimicrobiota,Lineage IIb,,,
4398,Bacteria,Chloroflexi,Anaerolineae,,,
4399,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Stanieria PCC-7437
4400,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,,
4401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
4402,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatirhabdium
4403,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,uncultured
4404,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Phytomonospora
4405,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Thermoflexibacter
4406,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,
4407,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,
4408,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
4409,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Corticibacter
4410,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella1
4411,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima
4412,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus
4413,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,,
4414,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-011,
4415,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus
4416,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella
4417,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia
4418,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,
4419,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),
4420,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Serpentinicella,
4421,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,possible genus Sk018
4422,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,LB3-76
4423,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Calothrix PCC-6303
4424,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfonauticaceae,Desulfonauticus
4425,Bacteria,Chloroflexi,,,,
4426,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,uncultured,
4427,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,
4428,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Muribacter
4429,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bombilactobacillus
4430,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter
4431,Archaea,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,Natronolimnobius
4432,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,
4433,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Trichorickettsia
4434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Aquabacter
4435,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Tokpelaia
4436,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Candidatus Nucleicultrix
4437,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,,
4438,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Pseudogulbenkiania
4439,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
4440,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,
4441,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium
4442,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
4443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Candidatus Photodesmus
4444,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcus
4445,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,uncultured,
4446,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacillus
4447,Bacteria,Acidobacteriota,,,,
4448,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,
4449,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Mongoliibacter
4450,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cylindrospermopsis CRJ1
4451,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Milano-WF1B-42
4452,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter
4453,Archaea,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,Halostagnicola
4454,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,uncultured
4455,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Litoribacter
4456,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FFCH5858
4457,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium
4458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
4459,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,Desulfurivibrio
4460,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Candidatus Schneideria
4461,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina
4462,Bacteria,Actinobacteriota,MB-A2-108,,,
4463,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,
4464,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta
4465,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Motilimonas
4466,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
4467,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Salinithrix
4468,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxydans
4469,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Andreprevotia
4470,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
4471,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis
4472,Bacteria,Proteobacteria,Gammaproteobacteria,Thioprofundaceae,Thioprofundum,
4473,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudospirillum
4474,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,uncultured
4475,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermobacteriaceae,Methanothermobacter
4476,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,UBA6140
4477,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Saccharibacter
4478,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga
4479,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Acetohalobium
4480,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,
4481,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter
4482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,uncultured
4483,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Meridianimaribacter
4484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Caryophanon
4485,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
4486,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Tunicatimonas
4487,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,Oscillatoria SAG8.92
4488,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,Aquisalimonas
4489,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium
4490,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
4491,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
4492,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,M2PB4-65 termite group,
4493,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Spongiispira
4494,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured
4495,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,uncultured
4496,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,uncultured
4497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,uncultured
4498,Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,,
4499,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter
4500,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,
4501,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetovibrio
4502,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Microvirgula
4503,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Stenoxybacter
4504,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Candidatus Kleidoceria
4505,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera
4506,Bacteria,Patescibacteria,ABY1,Candidatus Komeilibacteria,,
4507,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
4508,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium
4509,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma
4510,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella
4511,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Renichlamydia
4512,Archaea,Crenarchaeota,Thermoprotei,Terrestrial Miscellaneous Gp(TMCG),,
4513,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,Candidatus Amphibiichlamydia
4514,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Pasteuria
4515,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,MB19,
4516,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus
4517,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Petalonema ANT.LG2.8
4518,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliiglaciecola
4519,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia
4520,Bacteria,Firmicutes,Limnochordia,uncultured,,
4521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificibacter
4522,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium
4523,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Plasticicumulans
4524,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
4525,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Marine Methylotrophic Group 3
4526,Bacteria,Actinobacteriota,Acidimicrobiia,,,
4527,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria
4528,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella
4529,Bacteria,Caldisericota,Caldisericia,Caldisericales,TTA-B15,
4530,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
4531,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,
4532,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
4533,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 17
4534,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium
4535,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,EBM-39
4536,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum
4537,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,
4538,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Chlorogloeopsis PCC-7518
4539,Bacteria,Chloroflexi,Dehalococcoidia,,,
4540,Bacteria,Planctomycetota,vadinHA49,,,
4541,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Pseudochelatococcus
4542,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
4543,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,
4544,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
4545,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
4546,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Acidilobaceae,Thermodiscus
4547,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudohalocynthiibacter
4548,Bacteria,Acidobacteriota,Subgroup 22,,,
4549,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
4550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter
4551,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,
4552,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
4553,Bacteria,Chloroflexi,SL56 marine group,,,
4554,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
4555,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa
4556,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03
4557,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
4558,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Natribacillus
4559,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium
4560,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Geitlerinema PCC-9228
4561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinimonas
4562,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceitalea
4563,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Haematomicrobium
4564,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella
4565,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 7
4566,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,
4567,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,
4568,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,
4569,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
4570,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
4571,Bacteria,Acidobacteriota,Acidobacteriae,AKIW659,,
4572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter
4573,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Ferritrophicum
4574,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus
4575,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group
4576,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ML635J-40 aquatic group,
4577,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Aidingimonas
4578,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1
4579,Bacteria,Firmicutes,Thermovenabulia,Thermovenabulales,uncultured,
4580,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,
4581,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter
4582,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Cyanothece PCC-7424
4583,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,MgMjR-022,
4584,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus Isobeggiatoa
4585,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Lipingzhangella
4586,Bacteria,Cloacimonadota,Cloacimonadia,MSBL2,,
4587,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,
4588,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,
4589,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus
4590,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,
4591,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salirhabdus
4592,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,
4593,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,BBMC-4,
4594,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus
4595,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Paraspirulinaceae,
4596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,uncultured
4597,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter
4598,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
4599,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Ruminofilibacter
4600,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus HINDAK 2001-4
4601,Bacteria,Aerophobota,Aerophobia,Aerophobales,,
4602,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ciceribacter
4603,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Anabaena XPORK15F
4604,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
4605,Bacteria,Chloroflexi,Chloroflexia,Thermobaculales,Thermobaculaceae,Thermobaculum
4606,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,uncultured,
4607,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus SAG 1449-1a
4608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus
4609,Bacteria,Chloroflexi,TK17,,,
4610,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Holospora
4611,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
4612,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Asaccharobacter
4613,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,uncultured
4614,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
4615,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcales Incertae Sedis,Natronocella
4616,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera
4617,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus
4618,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Rufibacter
4619,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Soortia
4620,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61
4621,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Echinicola
4622,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Thermotaleaceae,Anaerosolibacter
4623,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Rosenbergiella
4624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylopilaceae,Hansschlegelia
4625,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfocarbo
4626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
4627,Bacteria,Firmicutes,Incertae Sedis,DTU014,,
4628,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Veillonellaceae UCG-001
4629,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Luteivirga
4630,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ventosimonas
4631,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae UCG-001
4632,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
4633,Bacteria,Proteobacteria,Gammaproteobacteria,WN-HWB-116,,
4634,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured
4635,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006
4636,Bacteria,Gemmatimonadota,MD2902-B12,,,
4637,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
4638,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1
4639,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter
4640,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Polymorphospora
